datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-02 07:00:00,2022-01-02 07:00:00,0.3928633002466032,2022,1,2,0.999768286341065,10.390546163657252
2022-01-02 08:00:00,2022-01-02 08:00:00,0.9101993228382202,2022,1,2,0.9997530965806385,10.907730288644606
2022-01-02 09:00:00,2022-01-02 09:00:00,0.8442125436966609,2022,1,2,0.999737424686215,10.84158679055881
2022-01-02 10:00:00,2022-01-02 10:00:00,0.31814941211064807,2022,1,2,0.9997212706653522,10.31536211876417
2022-01-02 11:00:00,2022-01-02 11:00:00,0.9403598230383681,2022,1,2,0.9997046345258405,10.937406168296771
2022-01-02 12:00:00,2022-01-02 12:00:00,0.9969744553199157,2022,1,2,0.9996875162757026,10.993849618076942
2022-01-02 13:00:00,2022-01-02 13:00:00,0.8502292691396697,2022,1,2,0.9996699159231939,10.846928428371609
2022-01-02 14:00:00,2022-01-02 14:00:00,0.6370395290969524,2022,1,2,0.9996518334768022,10.633557863864974
2022-01-02 15:00:00,2022-01-02 15:00:00,0.24214533865005372,2022,1,2,0.9996332689452478,10.238478028102532
2022-01-02 16:00:00,2022-01-02 16:00:00,0.44066861825251713,2022,1,2,0.9996142223374836,10.436810841627352
2022-01-02 17:00:00,2022-01-02 17:00:00,0.897077926850381,2022,1,2,0.9995946936626949,10.893024863477331
2022-01-02 18:00:00,2022-01-02 18:00:00,0.8457517354707953,2022,1,2,0.9995746829302993,10.841498564773788
2022-01-02 19:00:00,2022-01-02 19:00:00,0.8557590826367033,2022,1,2,0.9995541901499472,10.851300984136175
2022-01-02 20:00:00,2022-01-02 20:00:00,0.37729193456679333,2022,1,2,0.9995332153315211,10.372624087882004
2022-01-02 21:00:00,2022-01-02 21:00:00,0.2764882987880827,2022,1,2,0.9995117584851364,10.271605883639447
2022-01-02 22:00:00,2022-01-02 22:00:00,0.569788237695522,2022,1,2,0.9994898196211406,10.564686433906928
2022-01-02 23:00:00,2022-01-02 23:00:00,0.5891582878201758,2022,1,2,0.9994673987501137,10.583832275321313
2022-01-03 00:00:00,2022-01-03 00:00:00,0.6781054075527237,2022,1,3,0.9994444958828685,10.67255036638141
2022-01-03 01:00:00,2022-01-03 01:00:00,0.42505300024677617,2022,1,3,0.9994211110304497,10.419264110551275
2022-01-03 02:00:00,2022-01-03 02:00:00,0.4619334671723966,2022,1,3,0.999397244204135,10.455905909213747
2022-01-03 03:00:00,2022-01-03 03:00:00,0.06987126330985749,2022,1,3,0.999372895415434,10.063600217464195
2022-01-03 04:00:00,2022-01-03 04:00:00,0.554329236071164,2022,1,3,0.999348064676089,10.547809882832054
2022-01-03 05:00:00,2022-01-03 05:00:00,0.5349601767852484,2022,1,3,0.999322751998075,10.528187696765997
2022-01-03 06:00:00,2022-01-03 06:00:00,0.004058248972505063,2022,1,3,0.9992969573935987,9.997027822908493
2022-01-03 07:00:00,2022-01-03 07:00:00,0.42887521404379814,2022,1,3,0.9992706808750998,10.421582022794796
2022-01-03 08:00:00,2022-01-03 08:00:00,0.1830173775851185,2022,1,3,0.9992439224552503,10.17545660213762
2022-01-03 09:00:00,2022-01-03 09:00:00,0.3379601969101843,2022,1,3,0.9992166821469545,10.330127018379729
2022-01-03 10:00:00,2022-01-03 10:00:00,0.7701402500331179,2022,1,3,0.999188959963349,10.762029849666607
2022-01-03 11:00:00,2022-01-03 11:00:00,0.6345696926103185,2022,1,3,0.9991607559178031,10.626177251788349
2022-01-03 12:00:00,2022-01-03 12:00:00,0.21098427662676544,2022,1,3,0.9991320700239181,10.202304976865948
2022-01-03 13:00:00,2022-01-03 13:00:00,0.255628453115996,2022,1,3,0.9991029022955281,10.246657476071277
2022-01-03 14:00:00,2022-01-03 14:00:00,0.5290818468574449,2022,1,3,0.9990732527466991,10.519814374324435
2022-01-03 15:00:00,2022-01-03 15:00:00,0.6652696728518684,2022,1,3,0.9990431213917298,10.655700886769166
2022-01-03 16:00:00,2022-01-03 16:00:00,0.503486458815413,2022,1,3,0.9990125082451511,10.493611541266924
2022-01-03 17:00:00,2022-01-03 17:00:00,0.9480014213505876,2022,1,3,0.9989814133217262,10.93781555456785
2022-01-03 18:00:00,2022-01-03 18:00:00,0.08094337571663834,2022,1,3,0.9989498366364509,10.070441742081146
2022-01-03 19:00:00,2022-01-03 19:00:00,0.7629352054662968,2022,1,3,0.998917778204553,10.752112987511827
2022-01-03 20:00:00,2022-01-03 20:00:00,0.09082002004194123,2022,1,3,0.9988852380414929,10.07967240045687
2022-01-03 21:00:00,2022-01-03 21:00:00,0.9683686641167333,2022,1,3,0.998852216162963,10.956890825746363
2022-01-03 22:00:00,2022-01-03 22:00:00,0.5312554633238027,2022,1,3,0.9988187125848885,10.519442589172687
2022-01-03 23:00:00,2022-01-03 23:00:00,0.6689178032149539,2022,1,3,0.9987847273234264,10.656765076449219
2022-01-04 00:00:00,2022-01-04 00:00:00,0.3744677536370572,2022,1,4,0.9987502603949663,10.36197035758672
2022-01-04 01:00:00,2022-01-04 01:00:00,0.10155952295810589,2022,1,4,0.9987153118161298,10.088712641119404
2022-01-04 02:00:00,2022-01-04 02:00:00,0.005871791617898969,2022,1,4,0.9986798816037711,9.99267060765561
2022-01-04 03:00:00,2022-01-04 03:00:00,0.8803350251072843,2022,1,4,0.9986439697749765,10.866774722857048
2022-01-04 04:00:00,2022-01-04 04:00:00,0.2551135623682049,2022,1,4,0.9986075763470647,10.241189325838851
2022-01-04 05:00:00,2022-01-04 05:00:00,0.8367525577483069,2022,1,4,0.9985707013375863,10.82245957112417
2022-01-04 06:00:00,2022-01-04 06:00:00,0.4375311780029385,2022,1,4,0.9985333447643246,10.422864625646184
2022-01-04 07:00:00,2022-01-04 07:00:00,0.155563333459818,2022,1,4,0.9984955066452949,10.140518399912768
2022-01-04 08:00:00,2022-01-04 08:00:00,0.4668705513008108,2022,1,4,0.9984571869987445,10.451442421288256
2022-01-04 09:00:00,2022-01-04 09:00:00,0.8522562947581569,2022,1,4,0.9984183858431536,10.836440153189692
2022-01-04 10:00:00,2022-01-04 10:00:00,0.8731528846447707,2022,1,4,0.9983791031972338,10.856943916617109
2022-01-04 11:00:00,2022-01-04 11:00:00,0.343461238143436,2022,1,4,0.9983393390799294,10.32685462894273
2022-01-04 12:00:00,2022-01-04 12:00:00,0.49703674928554287,2022,1,4,0.9982990935104169,10.480027684389713
2022-01-04 13:00:00,2022-01-04 13:00:00,0.8844809359296413,2022,1,4,0.9982583665081046,10.867064601010687
2022-01-04 14:00:00,2022-01-04 14:00:00,0.1956282986744483,2022,1,4,0.9982171580926334,10.177799879600782
2022-01-04 15:00:00,2022-01-04 15:00:00,0.6531282260090161,2022,1,4,0.9981754682838762,10.634882908847779
2022-01-04 16:00:00,2022-01-04 16:00:00,0.9377596192293268,2022,1,4,0.9981332971019379,10.919092590248706
2022-01-04 17:00:00,2022-01-04 17:00:00,0.7510314821511067,2022,1,4,0.9980906445671558,10.731937927822663
2022-01-04 18:00:00,2022-01-04 18:00:00,0.6509062619888837,2022,1,4,0.9980475107000991,10.631381368989874
2022-01-04 19:00:00,2022-01-04 19:00:00,0.7460903376515622,2022,1,4,0.9980038955215694,10.726129292867256
2022-01-04 20:00:00,2022-01-04 20:00:00,0.6901378357648851,2022,1,4,0.9979597990526001,10.669735826290886
2022-01-04 21:00:00,2022-01-04 21:00:00,0.38379708241397703,2022,1,4,0.9979152213144571,10.362949295558549
2022-01-04 22:00:00,2022-01-04 22:00:00,0.5912499863885143,2022,1,4,0.9978701623286378,10.569951609674892
2022-01-04 23:00:00,2022-01-04 23:00:00,0.7387326399652626,2022,1,4,0.9978246221168723,10.716978861133985
2022-01-05 00:00:00,2022-01-05 00:00:00,0.8366037656145832,2022,1,5,0.9977786007011223,10.814389772625807
2022-01-05 01:00:00,2022-01-05 01:00:00,0.9086819827879543,2022,1,5,0.997732098103582,10.886002963823774
2022-01-05 02:00:00,2022-01-05 02:00:00,0.7771679848731822,2022,1,5,0.9976851143466773,10.754019128339955
2022-01-05 03:00:00,2022-01-05 03:00:00,0.7691353413726679,2022,1,5,0.9976376494530662,10.74551183590333
2022-01-05 04:00:00,2022-01-05 04:00:00,0.3946573246800852,2022,1,5,0.9975897034456389,10.370554359136475
2022-01-05 05:00:00,2022-01-05 05:00:00,0.14632419402303742,2022,1,5,0.9975412763475174,10.121736957498213
2022-01-05 06:00:00,2022-01-05 06:00:00,0.7980712625626435,2022,1,5,0.997492368182056,10.772994944383203
2022-01-05 07:00:00,2022-01-05 07:00:00,0.9915312649232947,2022,1,5,0.9974429789728406,10.9659610546517
2022-01-05 08:00:00,2022-01-05 08:00:00,0.014836993118504394,2022,1,5,0.9973931087436895,9.988768080555399
2022-01-05 09:00:00,2022-01-05 09:00:00,0.03787154843666918,2022,1,5,0.9973427575186525,10.011299123623195
2022-01-05 10:00:00,2022-01-05 10:00:00,0.5279528032207601,2022,1,5,0.9972919253220119,10.50087205644088
2022-01-05 11:00:00,2022-01-05 11:00:00,0.4840457820672772,2022,1,5,0.9972406121782815,10.456451903850091
2022-01-05 12:00:00,2022-01-05 12:00:00,0.7769024333114241,2022,1,5,0.9971888181122075,10.7487906144335
2022-01-05 13:00:00,2022-01-05 13:00:00,0.1331907352586581,2022,1,5,0.9971365431487673,10.104556166746331
2022-01-05 14:00:00,2022-01-05 14:00:00,0.0017211484766136431,2022,1,5,0.997083787313171,9.972559021608324
2022-01-05 15:00:00,2022-01-05 15:00:00,0.9912789277622375,2022,1,5,0.9970305506308603,10.961584434070842
2022-01-05 16:00:00,2022-01-05 16:00:00,0.48044136138630533,2022,1,5,0.9969768331275085,10.45020969266139
2022-01-05 17:00:00,2022-01-05 17:00:00,0.9915878786036475,2022,1,5,0.9969226348290212,10.96081422689386
2022-01-05 18:00:00,2022-01-05 18:00:00,0.16853677140050305,2022,1,5,0.9968679557615356,10.13721632901586
2022-01-05 19:00:00,2022-01-05 19:00:00,0.672895173317275,2022,1,5,0.996812795951421,10.641023132831485
2022-01-05 20:00:00,2022-01-05 20:00:00,0.47901977418315655,2022,1,5,0.9967571554252782,10.446591328435938
2022-01-05 21:00:00,2022-01-05 21:00:00,0.4305211011239456,2022,1,5,0.9967010342099402,10.397531443223347
2022-01-05 22:00:00,2022-01-05 22:00:00,0.4840474739189782,2022,1,5,0.9966444323324715,10.450491797243693
2022-01-05 23:00:00,2022-01-05 23:00:00,0.6041735103844884,2022,1,5,0.9965873498201685,10.570047008586172
2022-01-06 00:00:00,2022-01-06 00:00:00,0.07972642328088186,2022,1,6,0.9965297867005595,10.045024290286475
2022-01-06 01:00:00,2022-01-06 01:00:00,0.07891664159422707,2022,1,6,0.9964717430014044,10.04363407160827
2022-01-06 02:00:00,2022-01-06 02:00:00,0.7389521463068303,2022,1,6,0.9964132187506951,10.703084333813782
2022-01-06 03:00:00,2022-01-06 03:00:00,0.09998536807148295,2022,1,6,0.996354213976655,10.063527507838034
2022-01-06 04:00:00,2022-01-06 04:00:00,0.8035242089258817,2022,1,6,0.9962947287077394,10.766471496003277
2022-01-06 05:00:00,2022-01-06 05:00:00,0.5870899381029256,2022,1,6,0.9962347629726351,10.549437567829278
2022-01-06 06:00:00,2022-01-06 06:00:00,0.18847573573721266,2022,1,6,0.996174316800261,10.150218903739821
2022-01-06 07:00:00,2022-01-06 07:00:00,0.9073278817542009,2022,1,6,0.9961133902197672,10.868461783951872
2022-01-06 08:00:00,2022-01-06 08:00:00,0.46943029532846814,2022,1,6,0.9960519832605359,10.429950127933827
2022-01-06 09:00:00,2022-01-06 09:00:00,0.5920364823379205,2022,1,6,0.9959900959521808,10.551937441859728
2022-01-06 10:00:00,2022-01-06 10:00:00,0.24929855369310283,2022,1,6,0.9959277283245471,10.208575836938575
2022-01-06 11:00:00,2022-01-06 11:00:00,0.6435937798190972,2022,1,6,0.9958648804077119,10.602242583896217
2022-01-06 12:00:00,2022-01-06 12:00:00,0.1749555849702149,2022,1,6,0.9958015522319837,10.132971107290052
2022-01-06 13:00:00,2022-01-06 13:00:00,0.8303846693718978,2022,1,6,0.9957377438279029,10.787762107650925
2022-01-06 14:00:00,2022-01-06 14:00:00,0.8349868531030109,2022,1,6,0.9956734552262411,10.791721405365422
2022-01-06 15:00:00,2022-01-06 15:00:00,0.03340209121258364,2022,1,6,0.9956086864580017,9.9894889557926
2022-01-06 16:00:00,2022-01-06 16:00:00,0.5410011500870929,2022,1,6,0.9955434375544198,10.49643552563129
2022-01-06 17:00:00,2022-01-06 17:00:00,0.36623495543282547,2022,1,6,0.9954777085469617,10.321012040902442
2022-01-06 18:00:00,2022-01-06 18:00:00,0.19318678949754087,2022,1,6,0.9954114994673254,10.147301784170795
2022-01-06 19:00:00,2022-01-06 19:00:00,0.32268867374251853,2022,1,6,0.9953448103474407,10.276136777216927
2022-01-06 20:00:00,2022-01-06 20:00:00,0.35637995423598634,2022,1,6,0.9952776412194684,10.30915636643067
2022-01-06 21:00:00,2022-01-06 21:00:00,0.27862807471345996,2022,1,6,0.995209992115801,10.230727995871469
2022-01-06 22:00:00,2022-01-06 22:00:00,0.19581358955613493,2022,1,6,0.9951418630690625,10.14723222024676
2022-01-06 23:00:00,2022-01-06 23:00:00,0.5304472606517324,2022,1,6,0.9950732541121086,10.481179801772818
2022-01-07 00:00:00,2022-01-07 00:00:00,0.18762524185675178,2022,1,7,0.9950041652780258,10.137666894637011
2022-01-07 01:00:00,2022-01-07 01:00:00,0.5340047396140707,2022,1,7,0.9949345966001326,10.483350705615397
2022-01-07 02:00:00,2022-01-07 02:00:00,0.8441887714731643,2022,1,7,0.9948645481119787,10.79283425259295
2022-01-07 03:00:00,2022-01-07 03:00:00,0.3698140222546956,2022,1,7,0.9947940198473452,10.317754220728148
2022-01-07 04:00:00,2022-01-07 04:00:00,0.34808868809732507,2022,1,7,0.9947230118402446,10.295318806499772
2022-01-07 05:00:00,2022-01-07 05:00:00,0.5713280878349187,2022,1,7,0.9946515241249206,10.517843329084126
2022-01-07 06:00:00,2022-01-07 06:00:00,0.5254722508472958,2022,1,7,0.9945795567358485,10.471267818205781
2022-01-07 07:00:00,2022-01-07 07:00:00,0.4622304459322949,2022,1,7,0.9945071097077347,10.407301543009643
2022-01-07 08:00:00,2022-01-07 08:00:00,0.18768563098411095,2022,1,7,0.9944341830755171,10.132027461739282
2022-01-07 09:00:00,2022-01-07 09:00:00,0.3672217973322893,2022,1,7,0.9943607768743647,10.310829566075936
2022-01-07 10:00:00,2022-01-07 10:00:00,0.9995414825594722,2022,1,7,0.994286891139678,10.942410393956253
2022-01-07 11:00:00,2022-01-07 11:00:00,0.5130642826703047,2022,1,7,0.9942125259070885,10.45518954174119
2022-01-07 12:00:00,2022-01-07 12:00:00,0.30324387152364385,2022,1,7,0.994137681212459,10.244620683648234
2022-01-07 13:00:00,2022-01-07 13:00:00,0.9405839486520463,2022,1,7,0.9940623570918838,10.881207519570884
2022-01-07 14:00:00,2022-01-07 14:00:00,0.19244221672091988,2022,1,7,0.9939865535816881,10.132307752537802
2022-01-07 15:00:00,2022-01-07 15:00:00,0.5691532570755038,2022,1,7,0.9939102707184282,10.508255964259787
2022-01-07 16:00:00,2022-01-07 16:00:00,0.8242531655638256,2022,1,7,0.993833508538892,10.762588250952746
2022-01-07 17:00:00,2022-01-07 17:00:00,0.5560786318697664,2022,1,7,0.993756267080098,10.493641302670747
2022-01-07 18:00:00,2022-01-07 18:00:00,0.15670138973635417,2022,1,7,0.9936785463792964,10.093486853529317
2022-01-07 19:00:00,2022-01-07 19:00:00,0.48835246822336276,2022,1,7,0.9936003464739682,10.424355932963046
2022-01-07 20:00:00,2022-01-07 20:00:00,0.7440944513507758,2022,1,7,0.9935216674018256,10.679311125369031
2022-01-07 21:00:00,2022-01-07 21:00:00,0.5101409431429968,2022,1,7,0.9934425092008116,10.444566035151112
2022-01-07 22:00:00,2022-01-07 22:00:00,0.2147254001422353,2022,1,7,0.9933628719091006,10.148354119233241
2022-01-07 23:00:00,2022-01-07 23:00:00,0.7382027070824355,2022,1,7,0.9932827555650979,10.671030262733414
2022-01-08 00:00:00,2022-01-08 00:00:00,0.4844213730464063,2022,1,8,0.99320216020744,10.416442975120805
2022-01-08 01:00:00,2022-01-08 01:00:00,0.27971737821562914,2022,1,8,0.9931210858749941,10.210928236965572
2022-01-08 02:00:00,2022-01-08 02:00:00,0.9069959362197638,2022,1,8,0.9930395326068586,10.83739126228835
2022-01-08 03:00:00,2022-01-08 03:00:00,0.5085811382820249,2022,1,8,0.9929575004423629,10.438156142705655
2022-01-08 04:00:00,2022-01-08 04:00:00,0.13396048378690484,2022,1,8,0.992874989421067,10.062710377997576
2022-01-08 05:00:00,2022-01-08 05:00:00,0.8767317383817409,2022,1,8,0.9927919995827623,10.804651734209363
2022-01-08 06:00:00,2022-01-08 06:00:00,0.18486922567955644,2022,1,8,0.9927085309674709,10.111954535354265
2022-01-08 07:00:00,2022-01-08 07:00:00,0.2635415887439462,2022,1,8,0.9926245836154458,10.189787424898404
2022-01-08 08:00:00,2022-01-08 08:00:00,0.1543268061235632,2022,1,8,0.9925401575671708,10.079728381795272
2022-01-08 09:00:00,2022-01-08 09:00:00,0.06848190993778336,2022,1,8,0.9924552528633608,9.993034438571392
2022-01-08 10:00:00,2022-01-08 10:00:00,0.06849657232999729,2022,1,8,0.992369869544961,9.992195267779607
2022-01-08 11:00:00,2022-01-08 11:00:00,0.5122301666936555,2022,1,8,0.9922840076531481,10.435070243225136
2022-01-08 12:00:00,2022-01-08 12:00:00,0.4601377153901083,2022,1,8,0.992197667229329,10.382114387683398
2022-01-08 13:00:00,2022-01-08 13:00:00,0.7344340163404465,2022,1,8,0.992110848315142,10.655542499491865
2022-01-08 14:00:00,2022-01-08 14:00:00,0.12028280893232268,2022,1,8,0.9920235509524553,10.040518318456876
2022-01-08 15:00:00,2022-01-08 15:00:00,0.15156062800992487,2022,1,8,0.9919357751833687,10.070918379843611
2022-01-08 16:00:00,2022-01-08 16:00:00,0.6977430277202423,2022,1,8,0.9918475210502122,10.616218238222366
2022-01-08 17:00:00,2022-01-08 17:00:00,0.21714469397816116,2022,1,8,0.9917587885955467,10.134732579933628
2022-01-08 18:00:00,2022-01-08 18:00:00,0.1994991262884609,2022,1,8,0.9916695778621636,10.116194904910095
2022-01-08 19:00:00,2022-01-08 19:00:00,0.621674982812997,2022,1,8,0.991579888893085,10.537473871743847
2022-01-08 20:00:00,2022-01-08 20:00:00,0.8493288934224923,2022,1,8,0.9914897217315638,10.764226110738129
2022-01-08 21:00:00,2022-01-08 21:00:00,0.6626707958754656,2022,1,8,0.9913990764210834,10.576661560086299
2022-01-08 22:00:00,2022-01-08 22:00:00,0.9465185475338138,2022,1,8,0.9913079530053578,10.85959807758739
2022-01-08 23:00:00,2022-01-08 23:00:00,0.34939082374107255,2022,1,8,0.9912163515283313,10.261554339024386
2022-01-09 00:00:00,2022-01-09 00:00:00,0.4592193873950846,2022,1,9,0.9911242720341794,10.370462107736879
2022-01-09 01:00:00,2022-01-09 01:00:00,0.7044362990078916,2022,1,9,0.9910317145673073,10.614753444680964
2022-01-09 02:00:00,2022-01-09 02:00:00,0.11774647297214702,2022,1,9,0.9909386791723515,10.027133264695662
2022-01-09 03:00:00,2022-01-09 03:00:00,0.14796631568392826,2022,1,9,0.9908451658941783,10.056417974625711
2022-01-09 04:00:00,2022-01-09 04:00:00,0.37372287715945907,2022,1,9,0.9907511747778849,10.281234624938307
2022-01-09 05:00:00,2022-01-09 05:00:00,0.097307140960882,2022,1,9,0.9906567058687987,10.00387419964887
2022-01-09 06:00:00,2022-01-09 06:00:00,0.6163166752712155,2022,1,9,0.9905617592124779,10.521934267395995
2022-01-09 07:00:00,2022-01-09 07:00:00,0.24603055520024264,2022,1,9,0.9904663348547105,10.150693903747348
2022-01-09 08:00:00,2022-01-09 08:00:00,0.23819878971405972,2022,1,9,0.9903704328415154,10.141903118129214
2022-01-09 09:00:00,2022-01-09 09:00:00,0.409431148862305,2022,1,9,0.9902740532191414,10.31217168105372
2022-01-09 10:00:00,2022-01-09 10:00:00,0.36202950342615325,2022,1,9,0.9901771960340682,10.263801463766836
2022-01-09 11:00:00,2022-01-09 11:00:00,0.9549733181454745,2022,1,9,0.9900798613330053,10.855771931475529
2022-01-09 12:00:00,2022-01-09 12:00:00,0.45455971188812183,2022,1,9,0.9899820491628926,10.354380203517048
2022-01-09 13:00:00,2022-01-09 13:00:00,0.381101664288664,2022,1,9,0.9898837595709004,10.279939259997668
2022-01-09 14:00:00,2022-01-09 14:00:00,0.27257861870591926,2022,1,9,0.989784992604429,10.170428544750209
2022-01-09 15:00:00,2022-01-09 15:00:00,0.387483846645886,2022,1,9,0.9896857483111093,10.284341329756979
2022-01-09 16:00:00,2022-01-09 16:00:00,0.38247118011144865,2022,1,9,0.9895860267388021,10.27833144749947
2022-01-09 17:00:00,2022-01-09 17:00:00,0.026063992899009958,2022,1,9,0.9894858279355984,9.920922272254993
2022-01-09 18:00:00,2022-01-09 18:00:00,0.32548344860164824,2022,1,9,0.9893851519498194,10.219334968099842
2022-01-09 19:00:00,2022-01-09 19:00:00,0.5684057103211031,2022,1,9,0.9892839988300164,10.461245698621267
2022-01-09 20:00:00,2022-01-09 20:00:00,0.8649470157621171,2022,1,9,0.9891823686249708,10.756770702011826
2022-01-09 21:00:00,2022-01-09 21:00:00,0.17211452663793259,2022,1,9,0.989080261383694,10.062917140474871
2022-01-09 22:00:00,2022-01-09 22:00:00,0.4832079546773641,2022,1,9,0.9889776771554276,10.37298472623164
2022-01-09 23:00:00,2022-01-09 23:00:00,0.9198333280054501,2022,1,9,0.9888746159896432,10.808579487901882
2022-01-10 00:00:00,2022-01-10 00:00:00,0.8606299827790272,2022,1,10,0.9887710779360422,10.748340762139449
2022-01-10 01:00:00,2022-01-10 01:00:00,0.10039877878870096,2022,1,10,0.9886670630445564,9.987069409234266
2022-01-10 02:00:00,2022-01-10 02:00:00,0.4357551963775058,2022,1,10,0.9885625713653472,10.321380910030978
2022-01-10 03:00:00,2022-01-10 03:00:00,0.13239581926896338,2022,1,10,0.9884576029488059,10.016971848757022
2022-01-10 04:00:00,2022-01-10 04:00:00,0.6092612244505297,2022,1,10,0.9883521578455541,10.49278280290607
2022-01-10 05:00:00,2022-01-10 05:00:00,0.8475383106964648,2022,1,10,0.9882462361064427,10.730000671760891
2022-01-10 06:00:00,2022-01-10 06:00:00,0.949711060251597,2022,1,10,0.988139837782553,10.831109438077126
2022-01-10 07:00:00,2022-01-10 07:00:00,0.695508291000809,2022,1,10,0.9880329629251958,10.575837920252768
2022-01-10 08:00:00,2022-01-10 08:00:00,0.08649085025337333,2022,1,10,0.987925611585912,9.965746966112492
2022-01-10 09:00:00,2022-01-10 09:00:00,0.34877032812742537,2022,1,10,0.9878177838164719,10.226948166292145
2022-01-10 10:00:00,2022-01-10 10:00:00,0.06495223137061779,2022,1,10,0.987709479668876,9.94204702805938
2022-01-10 11:00:00,2022-01-10 11:00:00,0.806148549040109,2022,1,10,0.9876006991953541,10.682155540993651
2022-01-10 12:00:00,2022-01-10 12:00:00,0.463672375818585,2022,1,10,0.9874914424483661,10.338586800302245
2022-01-10 13:00:00,2022-01-10 13:00:00,0.5085344774791012,2022,1,10,0.9873817094806012,10.382351572285113
2022-01-10 14:00:00,2022-01-10 14:00:00,0.291207105862644,2022,1,10,0.9872715003449786,10.16392210931243
2022-01-10 15:00:00,2022-01-10 15:00:00,0.5457755631949246,2022,1,10,0.9871608150946469,10.417383714141394
2022-01-10 16:00:00,2022-01-10 16:00:00,0.818605674439776,2022,1,10,0.9870496537829845,10.68910221226962
2022-01-10 17:00:00,2022-01-10 17:00:00,0.5909665010072932,2022,1,10,0.9869380164635992,10.460346665643284
2022-01-10 18:00:00,2022-01-10 18:00:00,0.9511867099897736,2022,1,10,0.9868259031903286,10.819445741893059
2022-01-10 19:00:00,2022-01-10 19:00:00,0.5289479065112459,2022,1,10,0.9867133140172395,10.39608104668364
2022-01-10 20:00:00,2022-01-10 20:00:00,0.39230185326834754,2022,1,10,0.9866002489986284,10.258304343254633
